id,zone_connection_id,map_id,stop_id,name,x_coordinate,y_coordinate,left_bins_count,right_bins_count,left_bins_distance,right_bins_distance,rack_levels,rack_distances,total_rack_height,distance_from_start,created_at
179,104,61,STOP_01_LEFT1,Stop 1 - Left Bin 1,502.0,383.3333333333333,2,1,2.0,2.0,3,"10.0,3.0,3.0",16.0,0,2025-08-13T18:57:35.180143
180,104,61,STOP_02_RIGHT1,Stop 2 - Right Bin 1,498.0,375.0,2,1,2.0,2.0,3,"10.0,3.0,3.0",16.0,0,2025-08-13T18:57:35.219239
181,104,61,STOP_03_LEFT2,Stop 3 - Left Bin 2,502.0,366.6666666666667,2,1,2.0,2.0,3,"10.0,3.0,3.0",16.0,0,2025-08-13T18:57:35.245536
182,111,66,STOP_01_LEFT1,Stop 1 - Left Bin 1,502.0,383.3333333333333,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,0,2025-08-14T15:11:15.323440
183,111,66,STOP_02_RIGHT1,Stop 2 - Right Bin 1,498.0,383.3333333333333,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,0,2025-08-14T15:11:15.375060
184,111,66,STOP_03_LEFT2,Stop 3 - Left Bin 2,502.0,366.6666666666667,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,0,2025-08-14T15:11:15.400175
185,111,66,STOP_04_RIGHT2,Stop 4 - Right Bin 2,498.0,366.6666666666667,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,0,2025-08-14T15:11:15.420572
186,112,67,STOP_01_LEFT1,Stop 1 - Left Bin 1,502.0,383.3333333333333,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,0,2025-08-14T15:26:04.545257
187,112,67,STOP_02_RIGHT1,Stop 2 - Right Bin 1,498.0,383.3333333333333,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,0,2025-08-14T15:26:04.563672
188,112,67,STOP_03_LEFT2,Stop 3 - Left Bin 2,502.0,366.6666666666667,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,0,2025-08-14T15:26:04.574846
189,112,67,STOP_04_RIGHT2,Stop 4 - Right Bin 2,498.0,366.6666666666667,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,0,2025-08-14T15:26:04.584223
190,113,68,STOP_01_RIGHT1,Stop 1 - Right Bin 1,516.6666666666666,398.0,1,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,50.0,2025-08-14T17:55:22.958049
191,113,68,STOP_02_LEFT1,Stop 2 - Left Bin 1,525.0,402.0,1,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,50.0,2025-08-14T17:55:22.980670
192,113,68,STOP_03_RIGHT2,Stop 3 - Right Bin 2,533.3333333333334,398.0,1,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,50.0,2025-08-14T17:55:22.993649
193,114,69,STOP_01_RIGHT1,Stop 1 - Right Bin 1,498.0,383.3333333333333,1,2,2.0,2.0,1,10.0,10.0,0,2025-08-14T18:17:42.047911
194,114,69,STOP_02_LEFT1,Stop 2 - Left Bin 1,502.0,375.0,1,2,2.0,2.0,1,10.0,10.0,0,2025-08-14T18:17:42.067181
195,114,69,STOP_03_RIGHT2,Stop 3 - Right Bin 2,498.0,366.6666666666667,1,2,2.0,2.0,1,10.0,10.0,0,2025-08-14T18:17:42.078735
196,116,72,STOP_01_LEFT1,Stop 1 - Left Bin 1,498.0,412.5,3,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,50.0,2025-08-14T18:29:50.560636
197,116,72,STOP_02_RIGHT1,Stop 2 - Right Bin 1,502.0,416.6666666666667,3,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,50.0,2025-08-14T18:29:50.574925
198,116,72,STOP_03_LEFT2,Stop 3 - Left Bin 2,498.0,425.0,3,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,50.0,2025-08-14T18:29:50.584767
199,116,72,STOP_04_RIGHT2,Stop 4 - Right Bin 2,502.0,433.3333333333333,3,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,50.0,2025-08-14T18:29:50.593887
200,116,72,STOP_05_LEFT3,Stop 5 - Left Bin 3,498.0,437.5,3,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,50.0,2025-08-14T18:29:50.602885
201,117,74,STOP_01_LEFT1,Stop 1 - Left Bin 1,502.0,383.3333333333333,2,2,3.0,3.0,3,"10.0,3.0,3.0",16.0,0,2025-08-16T11:26:57.806616
202,117,74,STOP_02_RIGHT1,Stop 2 - Right Bin 1,498.0,383.3333333333333,2,2,3.0,3.0,3,"10.0,3.0,3.0",16.0,0,2025-08-16T11:26:57.819650
203,117,74,STOP_03_LEFT2,Stop 3 - Left Bin 2,502.0,366.6666666666667,2,2,3.0,3.0,3,"10.0,3.0,3.0",16.0,0,2025-08-16T11:26:57.827830
204,117,74,STOP_04_RIGHT2,Stop 4 - Right Bin 2,498.0,366.6666666666667,2,2,3.0,3.0,3,"10.0,3.0,3.0",16.0,0,2025-08-16T11:26:57.840142
205,118,75,STOP_01_LEFT1,Stop 1 - Left Bin 1,502.0,383.3333333333333,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,0,2025-08-16T11:31:57.284065
206,118,75,STOP_02_RIGHT1,Stop 2 - Right Bin 1,498.0,383.3333333333333,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,0,2025-08-16T11:31:57.295278
207,118,75,STOP_03_LEFT2,Stop 3 - Left Bin 2,502.0,366.6666666666667,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,0,2025-08-16T11:31:57.304010
208,118,75,STOP_04_RIGHT2,Stop 4 - Right Bin 2,498.0,366.6666666666667,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,0,2025-08-16T11:31:57.311738
209,119,76,STOP_01_LEFT1,Stop 1 - Left Bin 1,502.0,383.3333333333333,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,0,2025-08-16T11:51:28.031331
210,119,76,STOP_02_RIGHT1,Stop 2 - Right Bin 1,498.0,383.3333333333333,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,0,2025-08-16T11:51:28.042351
211,119,76,STOP_03_LEFT2,Stop 3 - Left Bin 2,502.0,366.6666666666667,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,0,2025-08-16T11:51:28.058009
212,119,76,STOP_04_RIGHT2,Stop 4 - Right Bin 2,498.0,366.6666666666667,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,0,2025-08-16T11:51:28.068411
213,120,77,STOP_01_LEFT1,Stop 1 - Left Bin 1,502.0,383.3333333333333,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,0,2025-08-16T12:14:59.602753
214,120,77,STOP_02_RIGHT1,Stop 2 - Right Bin 1,498.0,383.3333333333333,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,0,2025-08-16T12:14:59.616196
215,120,77,STOP_03_LEFT2,Stop 3 - Left Bin 2,502.0,366.6666666666667,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,0,2025-08-16T12:14:59.631646
216,120,77,STOP_04_RIGHT2,Stop 4 - Right Bin 2,498.0,366.6666666666667,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,0,2025-08-16T12:14:59.648576
217,120,77,STOP_05_LEFT1,Stop 5 - Left Bin 1,502.0,383.3333333333333,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,0,2025-08-16T12:15:10.777925
218,120,77,STOP_06_RIGHT1,Stop 6 - Right Bin 1,498.0,383.3333333333333,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,0,2025-08-16T12:15:10.801373
219,120,77,STOP_07_LEFT2,Stop 7 - Left Bin 2,502.0,366.6666666666667,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,0,2025-08-16T12:15:10.813336
220,120,77,STOP_08_RIGHT2,Stop 8 - Right Bin 2,498.0,366.6666666666667,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,0,2025-08-16T12:15:10.826202
221,121,78,STOP_01_LEFT1,Stop 1 - Left Bin 1,502.0,383.3333333333333,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,0,2025-08-16T12:18:31.119840
222,121,78,STOP_02_RIGHT1,Stop 2 - Right Bin 1,498.0,383.3333333333333,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,0,2025-08-16T12:18:31.135321
223,121,78,STOP_03_LEFT2,Stop 3 - Left Bin 2,502.0,366.6666666666667,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,0,2025-08-16T12:18:31.147345
224,121,78,STOP_04_RIGHT2,Stop 4 - Right Bin 2,498.0,366.6666666666667,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,0,2025-08-16T12:18:31.158466
225,122,79,STOP_01_LEFT1,Stop 1 - Left Bin 1,502.0,383.3333333333333,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,0,2025-08-16T13:00:11.495525
226,122,79,STOP_02_RIGHT1,Stop 2 - Right Bin 1,498.0,383.3333333333333,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,0,2025-08-16T13:00:11.522046
227,122,79,STOP_03_LEFT2,Stop 3 - Left Bin 2,502.0,366.6666666666667,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,0,2025-08-16T13:00:11.536769
228,122,79,STOP_04_RIGHT2,Stop 4 - Right Bin 2,498.0,366.6666666666667,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,0,2025-08-16T13:00:11.549669
229,123,80,STOP_01_LEFT1,Stop 1 - Left Bin 1,502.0,383.3333333333333,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,0,2025-08-16T13:01:18.070392
230,123,80,STOP_02_RIGHT1,Stop 2 - Right Bin 1,498.0,383.3333333333333,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,0,2025-08-16T13:01:18.080656
231,123,80,STOP_03_LEFT2,Stop 3 - Left Bin 2,502.0,366.6666666666667,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,0,2025-08-16T13:01:18.089767
232,123,80,STOP_04_RIGHT2,Stop 4 - Right Bin 2,498.0,366.6666666666667,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,0,2025-08-16T13:01:18.099760
233,124,81,STOP_01_LEFT1,Stop 1 - Left Bin 1,502.0,383.3333333333333,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,0,2025-08-16T13:11:17.500401
234,124,81,STOP_02_RIGHT1,Stop 2 - Right Bin 1,498.0,383.3333333333333,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,0,2025-08-16T13:11:17.513819
235,124,81,STOP_03_LEFT2,Stop 3 - Left Bin 2,502.0,366.6666666666667,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,0,2025-08-16T13:11:17.522527
236,124,81,STOP_04_RIGHT2,Stop 4 - Right Bin 2,498.0,366.6666666666667,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,0,2025-08-16T13:11:17.532697
237,49,27,STOP_02_LEFT1,Stop 2 - Left Bin 1,502.0,383.3333333333333,2,2,2.0,2.3000000000000003,3,"10.0,3.0,3.0",16.0,0,2025-08-16T13:34:57.967893
238,49,27,STOP_03_RIGHT1,Stop 3 - Right Bin 1,498.0,383.3333333333333,2,2,2.0,2.3000000000000003,3,"10.0,3.0,3.0",16.0,0,2025-08-16T13:34:57.984039
239,49,27,STOP_04_LEFT2,Stop 4 - Left Bin 2,502.0,366.6666666666667,2,2,2.0,2.3000000000000003,3,"10.0,3.0,3.0",16.0,0,2025-08-16T13:34:57.993768
240,49,27,STOP_05_RIGHT2,Stop 5 - Right Bin 2,498.0,366.6666666666667,2,2,2.0,2.3000000000000003,3,"10.0,3.0,3.0",16.0,0,2025-08-16T13:34:58.003223
241,124,81,STOP_05_LEFT1,Stop 5 - Left Bin 1,502.0,383.3333333333333,2,0,2.0,2.0,4,"10.0,3.0,3.0,3.0",19.0,0,2025-08-16T14:26:00.642195
242,124,81,STOP_06_LEFT2,Stop 6 - Left Bin 2,502.0,366.6666666666667,2,0,2.0,2.0,4,"10.0,3.0,3.0,3.0",19.0,0,2025-08-16T14:26:00.673727
243,125,82,STOP_01_LEFT1,Stop 1 - Left Bin 1,502.0,383.3333333333333,2,2,2.0,2.2,3,"10.0,3.0,3.0",16.0,0,2025-08-16T14:41:42.486930
244,125,82,STOP_02_RIGHT1,Stop 2 - Right Bin 1,498.0,383.3333333333333,2,2,2.0,2.2,3,"10.0,3.0,3.0",16.0,0,2025-08-16T14:41:42.506316
245,125,82,STOP_03_LEFT2,Stop 3 - Left Bin 2,502.0,366.6666666666667,2,2,2.0,2.2,3,"10.0,3.0,3.0",16.0,0,2025-08-16T14:41:42.528372
246,125,82,STOP_04_RIGHT2,Stop 4 - Right Bin 2,498.0,366.6666666666667,2,2,2.0,2.2,3,"10.0,3.0,3.0",16.0,0,2025-08-16T14:41:42.546733
247,126,83,STOP_01_LEFT1,Stop 1 - Left Bin 1,483.3333333333333,398.0,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,0,2025-08-16T14:46:18.135417
248,126,83,STOP_02_RIGHT1,Stop 2 - Right Bin 1,483.3333333333333,402.0,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,0,2025-08-16T14:46:18.160583
249,126,83,STOP_03_LEFT2,Stop 3 - Left Bin 2,466.6666666666667,398.0,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,0,2025-08-16T14:46:18.172937
250,126,83,STOP_04_RIGHT2,Stop 4 - Right Bin 2,466.6666666666667,402.0,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,0,2025-08-16T14:46:18.188630
251,127,84,STOP_01_LEFT1,Stop 1 - Left Bin 1,502.0,383.3333333333333,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,0,2025-08-16T15:42:45.128069
252,127,84,STOP_02_RIGHT1,Stop 2 - Right Bin 1,498.0,383.3333333333333,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,0,2025-08-16T15:42:45.141062
253,127,84,STOP_03_LEFT2,Stop 3 - Left Bin 2,502.0,366.6666666666667,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,0,2025-08-16T15:42:45.151946
254,127,84,STOP_04_RIGHT2,Stop 4 - Right Bin 2,498.0,366.6666666666667,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,0,2025-08-16T15:42:45.165488
255,127,84,STOP_05_LEFT1,Stop 5 - Left Bin 1,502.0,383.3333333333333,2,2,2.0,0.1,3,"10.0,3.0,3.0",16.0,0,2025-08-16T16:12:17.457673
256,127,84,STOP_06_RIGHT1,Stop 6 - Right Bin 1,498.0,383.3333333333333,2,2,2.0,0.1,3,"10.0,3.0,3.0",16.0,0,2025-08-16T16:12:17.485872
257,127,84,STOP_07_LEFT2,Stop 7 - Left Bin 2,502.0,366.6666666666667,2,2,2.0,0.1,3,"10.0,3.0,3.0",16.0,0,2025-08-16T16:12:17.495635
258,127,84,STOP_08_RIGHT2,Stop 8 - Right Bin 2,498.0,366.6666666666667,2,2,2.0,0.1,3,"10.0,3.0,3.0",16.0,0,2025-08-16T16:12:17.511868
259,127,84,STOP_09_LEFT1,Stop 9 - Left Bin 1,502.0,383.3333333333333,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,0,2025-08-16T16:33:47.364927
260,127,84,STOP_10_RIGHT1,Stop 10 - Right Bin 1,498.0,383.3333333333333,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,0,2025-08-16T16:33:47.415368
261,127,84,STOP_11_LEFT2,Stop 11 - Left Bin 2,502.0,366.6666666666667,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,0,2025-08-16T16:33:47.435232
262,127,84,STOP_12_RIGHT2,Stop 12 - Right Bin 2,498.0,366.6666666666667,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,0,2025-08-16T16:33:47.453851
263,128,85,STOP_01_LEFT1,Stop 1 - Left Bin 1,502.0,383.3333333333333,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,0,2025-08-16T17:02:36.041419
264,128,85,STOP_02_RIGHT1,Stop 2 - Right Bin 1,498.0,383.3333333333333,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,0,2025-08-16T17:02:36.062537
265,128,85,STOP_03_LEFT2,Stop 3 - Left Bin 2,502.0,366.6666666666667,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,0,2025-08-16T17:02:36.075235
266,128,85,STOP_04_RIGHT2,Stop 4 - Right Bin 2,498.0,366.6666666666667,2,2,2.0,2.0,3,"10.0,3.0,3.0",16.0,0,2025-08-16T17:02:36.086223
267,129,86,STOP_01_RIGHT1,Stop 1 - Right Bin 1,498.0,387.5,2,3,2.0,2.5000000000000004,3,"10.0,3.0,3.0",16.0,0,2025-08-16T17:03:24.769051
268,129,86,STOP_02_LEFT1,Stop 2 - Left Bin 1,502.0,383.3333333333333,2,3,2.0,2.5000000000000004,3,"10.0,3.0,3.0",16.0,0,2025-08-16T17:03:24.794827
269,129,86,STOP_03_RIGHT2,Stop 3 - Right Bin 2,498.0,375.0,2,3,2.0,2.5000000000000004,3,"10.0,3.0,3.0",16.0,0,2025-08-16T17:03:24.815615
270,129,86,STOP_04_LEFT2,Stop 4 - Left Bin 2,502.0,366.6666666666667,2,3,2.0,2.5000000000000004,3,"10.0,3.0,3.0",16.0,0,2025-08-16T17:03:24.833552
271,129,86,STOP_05_RIGHT3,Stop 5 - Right Bin 3,498.0,362.5,2,3,2.0,2.5000000000000004,3,"10.0,3.0,3.0",16.0,0,2025-08-16T17:03:24.864222
272,129,86,STOP_06_LEFT1,Stop 6 - Left Bin 1,502.0,383.3333333333333,2,2,2.0,2.6000000000000005,3,"10.0,3.0,3.0",16.0,16.666666666666668,2025-08-16T17:08:58.570454
273,129,86,STOP_07_RIGHT1,Stop 7 - Right Bin 1,498.0,383.3333333333333,2,2,2.0,2.6000000000000005,3,"10.0,3.0,3.0",16.0,16.666666666666668,2025-08-16T17:08:58.603004
274,129,86,STOP_08_LEFT2,Stop 8 - Left Bin 2,502.0,366.6666666666667,2,2,2.0,2.6000000000000005,3,"10.0,3.0,3.0",16.0,33.333333333333336,2025-08-16T17:08:58.615844
275,129,86,STOP_09_RIGHT2,Stop 9 - Right Bin 2,498.0,366.6666666666667,2,2,2.0,2.6000000000000005,3,"10.0,3.0,3.0",16.0,33.333333333333336,2025-08-16T17:08:58.630495
276,130,87,STOP_01_RIGHT1,Stop 1 - Right Bin 1,498.0,387.5,2,3,2.0,2.6000000000000005,3,"10.0,3.0,3.0",16.0,12.5,2025-08-16T17:13:35.910935
277,130,87,STOP_02_LEFT1,Stop 2 - Left Bin 1,502.0,383.3333333333333,2,3,2.0,2.6000000000000005,3,"10.0,3.0,3.0",16.0,16.666666666666668,2025-08-16T17:13:35.931293
278,130,87,STOP_03_RIGHT2,Stop 3 - Right Bin 2,498.0,375.0,2,3,2.0,2.6000000000000005,3,"10.0,3.0,3.0",16.0,25.0,2025-08-16T17:13:35.943379
279,130,87,STOP_04_LEFT2,Stop 4 - Left Bin 2,502.0,366.6666666666667,2,3,2.0,2.6000000000000005,3,"10.0,3.0,3.0",16.0,33.333333333333336,2025-08-16T17:13:35.959505
280,130,87,STOP_05_RIGHT3,Stop 5 - Right Bin 3,498.0,362.5,2,3,2.0,2.6000000000000005,3,"10.0,3.0,3.0",16.0,37.5,2025-08-16T17:13:35.970181
281,131,88,STOP_01_RIGHT1,Stop 1 - Right Bin 1,487.5,402.0,1,3,2.0,3.000000000000001,1,10.0,10.0,12.5,2025-08-16T17:20:44.449098
282,131,88,STOP_02_LEFT1,Stop 2 - Left Bin 1,475.0,398.0,1,3,2.0,3.000000000000001,1,10.0,10.0,25.0,2025-08-16T17:20:44.460914
283,131,88,STOP_03_RIGHT2,Stop 3 - Right Bin 2,475.0,402.0,1,3,2.0,3.000000000000001,1,10.0,10.0,25.0,2025-08-16T17:20:44.471006
284,131,88,STOP_04_RIGHT3,Stop 4 - Right Bin 3,462.5,402.0,1,3,2.0,3.000000000000001,1,10.0,10.0,37.5,2025-08-16T17:20:44.485766
285,132,89,STOP_01_LEFT1,Stop 1 - Left Bin 1,502.0,375.0,1,1,2.0,2.0,1,10.0,10.0,25.0,2025-08-16T17:24:10.579690
286,132,89,STOP_02_RIGHT1,Stop 2 - Right Bin 1,498.0,375.0,1,1,2.0,2.0,1,10.0,10.0,25.0,2025-08-16T17:24:10.598239
287,133,89,STOP_03_RIGHT1,Stop 3 - Right Bin 1,498.0,250.0,0,1,2.0,3.0,3,"10.0,3.0,3.0",16.0,50.0,2025-08-16T18:07:18.281076
288,134,91,STOP_01_LEFT1,Stop 1 - Left Bin 1,502.0,383.3333333333333,2,1,2.0,3.0,3,"10.0,3.0,3.0",16.0,16.666666666666668,2025-08-16T18:14:50.684122
289,134,91,STOP_02_RIGHT1,Stop 2 - Right Bin 1,498.0,375.0,2,1,2.0,3.0,3,"10.0,3.0,3.0",16.0,25.0,2025-08-16T18:14:50.708095
290,134,91,STOP_03_LEFT2,Stop 3 - Left Bin 2,502.0,366.6666666666667,2,1,2.0,3.0,3,"10.0,3.0,3.0",16.0,33.333333333333336,2025-08-16T18:14:50.724466
291,135,92,STOP_01_LEFT1,Stop 1 - Left Bin 1,502.0,383.3333333333333,2,1,2.0,1.0,3,"10.0,3.0,3.0",16.0,16.666666666666668,2025-08-16T18:20:58.959005
292,135,92,STOP_02_RIGHT1,Stop 2 - Right Bin 1,498.0,375.0,2,1,2.0,1.0,3,"10.0,3.0,3.0",16.0,25.0,2025-08-16T18:20:58.979297
293,135,92,STOP_03_LEFT2,Stop 3 - Left Bin 2,502.0,366.6666666666667,2,1,2.0,1.0,3,"10.0,3.0,3.0",16.0,33.333333333333336,2025-08-16T18:20:58.993915
294,136,93,STOP_01_LEFT1,Stop 1 - Left Bin 1,502.0,366.6666666666667,2,1,2.0,3.0,3,"10.0,3.0,3.0",16.0,33.333333333333336,2025-08-16T18:29:57.061841
295,136,93,STOP_02_RIGHT1,Stop 2 - Right Bin 1,498.0,350.0,2,1,2.0,3.0,3,"10.0,3.0,3.0",16.0,50.0,2025-08-16T18:29:57.085097
296,136,93,STOP_03_LEFT2,Stop 3 - Left Bin 2,502.0,333.3333333333333,2,1,2.0,3.0,3,"10.0,3.0,3.0",16.0,66.66666666666667,2025-08-16T18:29:57.103042
297,136,93,STOP_04_LEFT1,Stop 4 - Left Bin 1,502.0,350.0,1,0,2.0,3.0,3,"10.0,3.0,3.0",16.0,50.0,2025-08-16T18:30:22.917217
298,136,93,STOP_05_LEFT1,Stop 5 - Left Bin 1,502.0,366.6666666666667,2,2,2.0,3.0,3,"10.0,3.0,3.0",16.0,33.333333333333336,2025-08-16T18:30:41.250081
299,136,93,STOP_06_RIGHT1,Stop 6 - Right Bin 1,498.0,366.6666666666667,2,2,2.0,3.0,3,"10.0,3.0,3.0",16.0,33.333333333333336,2025-08-16T18:30:41.265365
300,136,93,STOP_07_LEFT2,Stop 7 - Left Bin 2,502.0,333.3333333333333,2,2,2.0,3.0,3,"10.0,3.0,3.0",16.0,66.66666666666667,2025-08-16T18:30:41.277346
301,136,93,STOP_08_RIGHT2,Stop 8 - Right Bin 2,498.0,333.3333333333333,2,2,2.0,3.0,3,"10.0,3.0,3.0",16.0,66.66666666666667,2025-08-16T18:30:41.288234
302,137,94,STOP_01_LEFT1,Stop 1 - Left Bin 1,502.0,383.3333333333333,2,1,2.0,3.0,3,"10.0,3.0,3.0",16.0,16.666666666666668,2025-08-16T18:33:26.554214
303,137,94,STOP_02_RIGHT1,Stop 2 - Right Bin 1,498.0,375.0,2,1,2.0,3.0,3,"10.0,3.0,3.0",16.0,25.0,2025-08-16T18:33:26.572378
304,137,94,STOP_03_LEFT2,Stop 3 - Left Bin 2,502.0,366.6666666666667,2,1,2.0,3.0,3,"10.0,3.0,3.0",16.0,33.333333333333336,2025-08-16T18:33:26.586358
305,138,95,STOP_01_LEFT1,Stop 1 - Left Bin 1,502.0,383.3333333333333,2,1,2.0,3.0,3,"10.0,3.0,3.0",16.0,16.666666666666668,2025-08-16T18:43:05.396875
306,138,95,STOP_02_RIGHT1,Stop 2 - Right Bin 1,498.0,375.0,2,1,2.0,3.0,3,"10.0,3.0,3.0",16.0,25.0,2025-08-16T18:43:05.412922
307,138,95,STOP_03_LEFT2,Stop 3 - Left Bin 2,502.0,366.6666666666667,2,1,2.0,3.0,3,"10.0,3.0,3.0",16.0,33.333333333333336,2025-08-16T18:43:05.423275
308,139,96,STOP_01_LEFT1,Stop 1 - Left Bin 1,502.0,383.3333333333333,2,1,2.0,3.0,3,"10.0,3.0,3.0",16.0,16.666666666666668,2025-08-16T18:53:34.402904
309,139,96,STOP_02_RIGHT1,Stop 2 - Right Bin 1,498.0,375.0,2,1,2.0,3.0,3,"10.0,3.0,3.0",16.0,25.0,2025-08-16T18:53:34.439954
310,139,96,STOP_03_LEFT2,Stop 3 - Left Bin 2,502.0,366.6666666666667,2,1,2.0,3.0,3,"10.0,3.0,3.0",16.0,33.333333333333336,2025-08-16T18:53:34.460657
311,140,97,STOP_01_LEFT1,Stop 1 - Left Bin 1,502.0,387.5,3,2,2.0,3.0,3,"10.0,3.0,3.0",16.0,12.5,2025-08-16T19:02:18.885033
312,140,97,STOP_02_RIGHT1,Stop 2 - Right Bin 1,498.0,383.3333333333333,3,2,2.0,3.0,3,"10.0,3.0,3.0",16.0,16.666666666666668,2025-08-16T19:02:18.906205
313,140,97,STOP_03_LEFT2,Stop 3 - Left Bin 2,502.0,375.0,3,2,2.0,3.0,3,"10.0,3.0,3.0",16.0,25.0,2025-08-16T19:02:18.919247
314,140,97,STOP_04_RIGHT2,Stop 4 - Right Bin 2,498.0,366.6666666666667,3,2,2.0,3.0,3,"10.0,3.0,3.0",16.0,33.333333333333336,2025-08-16T19:02:18.934842
315,140,97,STOP_05_LEFT3,Stop 5 - Left Bin 3,502.0,362.5,3,2,2.0,3.0,3,"10.0,3.0,3.0",16.0,37.5,2025-08-16T19:02:18.946536
316,141,98,STOP_01_RIGHT1,Stop 1 - Right Bin 1,498.0,387.5,2,3,2.0,2.0,3,"10.0,3.0,3.0",16.0,12.5,2025-08-16T19:06:18.724463
317,141,98,STOP_02_LEFT1,Stop 2 - Left Bin 1,502.0,383.3333333333333,2,3,2.0,2.0,3,"10.0,3.0,3.0",16.0,16.666666666666668,2025-08-16T19:06:18.740449
318,141,98,STOP_03_RIGHT2,Stop 3 - Right Bin 2,498.0,375.0,2,3,2.0,2.0,3,"10.0,3.0,3.0",16.0,25.0,2025-08-16T19:06:18.754509
319,141,98,STOP_04_LEFT2,Stop 4 - Left Bin 2,502.0,366.6666666666667,2,3,2.0,2.0,3,"10.0,3.0,3.0",16.0,33.333333333333336,2025-08-16T19:06:18.769825
320,141,98,STOP_05_RIGHT3,Stop 5 - Right Bin 3,498.0,362.5,2,3,2.0,2.0,3,"10.0,3.0,3.0",16.0,37.5,2025-08-16T19:06:18.787814
321,142,99,STOP_01_LEFT1,Stop 1 - Left Bin 1,502.0,383.3333333333333,2,2,2.0,2.0,1,10.0,10.0,16.666666666666668,2025-08-16T19:13:07.598397
322,142,99,STOP_02_RIGHT1,Stop 2 - Right Bin 1,498.0,383.3333333333333,2,2,2.0,2.0,1,10.0,10.0,16.666666666666668,2025-08-16T19:13:07.643409
323,142,99,STOP_03_LEFT2,Stop 3 - Left Bin 2,502.0,366.6666666666667,2,2,2.0,2.0,1,10.0,10.0,33.333333333333336,2025-08-16T19:13:07.672534
